0	0	1	0.0919452533372919	9
1	1	2	0.0517232644540295	9
2	2	3	0.0433909018235868	9
3	3	4	0.0618615599102537	9
4	4	5	0.0772861725390611	9
5	5	6	0.0377132225932093	9
6	6	7	0.0686443157299094	9
7	7	8	0.0872289361043178	9
8	8	9	0.0871978354734117	9
9	9	10	0.0230056053563493	9
10	10	11	0.0889857255948727	9
11	11	12	0.000221006047323678	9
12	12	19	0.018953299542925	9
13	11	13	0.0850633814749065	9
14	13	14	0.0430340345637391	9
15	14	15	0.0581933829836379	9
16	15	26	0	9
17	11	16	0.0281173703591416	9
18	16	17	0.0866844450877239	9
19	17	18	0.0608615973833812	9
20	18	37	0.0354406206256174	9
21	19	20	0.0522147964342655	9
22	20	21	0.059543571159831	9
23	21	22	0.0316465507997384	9
24	22	23	0.107503206559505	9
25	23	24	0.0640470177365067	9
26	24	25	0.0702246445837396	9
27	25	26	0.0331359003071046	9
28	26	29	0.0720776407830645	9
29	27	28	0.0661748136395921	9
30	28	50	0.0685936990719375	9
31	29	30	0.0659179820590906	9
32	30	31	0.0598210922632445	9
33	31	32	0.0750483874122639	9
34	32	33	0.0220704397632346	9
35	33	34	0.0392372772813485	9
36	34	35	0.0713906989386768	9
37	35	36	0.0812425481295314	9
38	36	27	0.0491273277613938	9
39	37	38	0.101813512231131	9
40	38	39	0.110344290260564	9
41	39	41	0.0597524142740241	9
42	26	40	0.106268388589165	9
43	40	41	0.0833572729562324	9
44	41	42	0.0608158486913308	9
45	42	43	0.0703884724310436	9
46	43	44	0.122922135123883	9
47	44	45	0.0920894981828613	9
48	45	46	0.081314606017455	9
49	46	47	0.132805247576799	9
50	47	48	0.0815198423999468	9
51	48	49	0.0539935777745005	9
52	49	53	0.02649784739343	9
53	50	51	0.0604297685190117	9
54	51	52	0.0647399948780234	9
55	52	53	0.0212343883780192	9
225	54	0	0.0707312639636543	9
144	55	54	0.0732397299020977	9
151	56	55	0.0542234494161929	9
3	57	0	0.102811187147386	9
445	58	57	0.0422393486730967	9
115	59	58	0.0523514624930555	9
377	60	59	0.427512515600728	9
310	61	19	0.131885605067129	9
53	62	61	0.0448160462491276	9
80	63	62	0.0619797444457328	9
380	64	63	0.0670382253604476	9
47	65	64	0.0841396325157956	9
320	66	65	0.107572251924439	9
72	67	66	0.0818980302190288	9
8	68	37	0.0479452978916704	9
152	69	68	0.0892788267951181	9
344	70	69	0.0384165316809668	9
191	71	70	0.0418460988969205	9
157	72	71	0.0889561854541471	9
192	73	72	0.143008300899577	9
23	74	73	0.133957063594153	9
147	75	74	0.0928681328828929	9
35	76	75	0.0735276944096124	9
145	77	76	0.0601354346952951	9
178	78	77	0.122598132522887	9
71	79	78	0.0986753384966118	9
59	80	79	0.100050081561866	9
97	81	80	0.138833032804398	9
201	82	37	0.11856590312465	9
410	83	82	0.0673061578835515	9
355	84	83	0.0294962736833791	9
76	85	84	0.127990979116462	9
266	86	85	0.114194778822219	9
26	87	86	0.116571421286228	9
291	88	87	0.0345265925817944	9
19	89	88	0.0996064463424908	9
135	90	89	0.0895276407069967	9
325	91	90	0.0968532071054043	9
285	92	91	0.109693551362073	9
360	93	92	0.113812217084626	9
251	94	93	0.0744108888629039	9
98	95	94	0.192027809203196	9
22	96	95	0.0883090748403635	9
166	97	96	0.0932456089347578	9
321	98	97	0.0907686110626136	9
435	99	98	0.098566408915253	9
346	100	41	0.063337412683383	9
347	101	100	0.0861935635870514	9
443	102	101	0.0485432931542024	9
1	103	102	0.0843283553535146	9
375	104	103	0.058264473906701	9
299	105	104	0.0644351788472897	9
282	106	105	0.101103087850605	9
394	107	106	0.104870122813472	9
193	108	107	0.127887789146958	9
323	109	108	0.0736572172713968	9
362	110	109	0.108200276992651	9
208	111	50	0.0570165990017336	9
177	112	111	0.0604345731232856	9
32	113	112	0.0404569366754088	9
416	114	113	0.0261147167220023	9
296	115	114	0.108772920999767	9
78	116	115	0.110599105222528	9
125	117	116	0.0837347046843674	9
85	118	117	0.157356915375112	9
258	119	118	0.0674561629956517	9
228	120	119	0.0984081174735903	9
287	121	120	0.05488981730594	9
405	122	121	0.0519067366124898	9
243	123	122	0.0984081658990832	9
271	124	123	0.0601992432499546	9
127	125	124	0.106731831465505	9
371	126	125	0.144353159407293	9
181	127	126	0.068148304112264	9
245	128	53	0.105104618203939	9
121	129	128	0.0719201454367211	9
444	130	129	0.0447385368274173	9
99	131	130	0.0924018814099454	9
286	132	131	0.0611117419180248	9
265	133	132	0.0495411312606078	9
427	134	133	0.0669682031866651	9
21	135	134	0.0867167553755028	9
171	136	135	0.0440705258740807	9
446	137	136	0.0554043752959528	9
133	138	137	0.0419462346344944	9
392	139	53	0.0612965727059599	9
292	140	139	0.0320709184882303	9
442	141	140	0.0776208185681437	9
411	142	141	0.0418049904305506	9
5	143	142	0.111919899517202	9
436	144	143	0.0874884119559197	9
214	145	144	0.0815752975914674	9
89	146	145	0.147549285864699	9
226	147	146	0.0550883510972403	9
338	148	147	0.165289136131756	9
253	149	148	0.073364031452002	9
153	150	149	0.0898063722327239	9
409	151	150	0.0870862363739147	9
